Name,First Name,District,Party,Election,Incumbent,Sex,Age,Marital Status,Number of children,Race,Ethnicity,Profession,Compensation,Education,Religion,Citizen voting- age population (District),Voters' Average Age (District),female voters,male voters,Race Composition,Etnicity Composition,Unemployment rate,Median household income (dollars),Poverty rate,Proper helath insurance rate,Highest education achieved on average
Daines,Steve,MT-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Open,,MT-AL,Rep,House,,,,,,,,,,,,,,,,,,,,,,
Tillis,Thom,NC-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Open,,NC-02,Rep,House,,,,,,,,,,,,,,,,,,,,,,
Open,,NC-06,Rep,House,,,,,,,,,,,,,,,,,,,,,,
Bishop,Dan,NC-09,Rep,House,no,Male,,,,,,,,,,,,,,,,,,,,
Sasse,Ben,NE-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Bacon,Don,NE-02,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Shaheen,Jeanne,NH-00,Dem,Senate,yes,Female,,,,,,,,,,,,,,,,,,,,
Pappas,,NH-01,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Booker,Cory,NJ-00,Dem,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Van Drew,Jeff,NJ-02,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Kim,Andy,NJ-03,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Gottheimer,Josh,NJ-05,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Malinowski,,NJ-07,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Sherrill,Mikie,NJ-11,Dem,House,yes,Female,,,,,,,,,,,,,,,,,,,,
Open,,NM-00,Dem,Senate,,,,,,,,,,,,,,,,,,,,,,
Torres Small,Xochitl,NM-02,Dem,House,no,Female,,,,,,,,,,,,,,,,,,,,
Lee,Susie,NV-03,Dem,House,yes,Female,,,,,,,,,,,,,,,,,,,,
Horsford,Steven,NV-04,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Zeldin,Lee,NY-01,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Open,,NY-02,Rep,House,,,,,,,,,,,,,,,,,,,,,,
Rose,,NY-11,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Maloney,Carolyn,NY-18,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Delgado,,NY-19,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Brindisi,Anthony,NY-22,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Katko,John,NY-24,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Chabot,Steve,OH-01,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Inhofe,Jim,OK-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Horn,,OK-05,Dem,House,no,Female,,,,,,,,,,,,,,,,,,,,
Merkley,Jeff,OR-00,Dem,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
DeFazio,Peter,OR-04,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Fitzpatrick,,PA-01,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Wild,,PA-07,Dem,House,no,Female,,,,,,,,,,,,,,,,,,,,
Cartwright,Matt,PA-08,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Perry,,PA-10,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Lamb,Connor,PA-17,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Reed,Jack,RI-00,Dem,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Graham,Lindsey,SC-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Cunningham,Joe,SC-01,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Rounds,Mike,SD-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Open,,TN-00,Rep,Senate,,,,,,,,,,,,,,,,,,,,,,
Cornyn,John,TX-00,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Crenshaw,Dan,TX-02,Rep,House,no,Male,,,,,,,,,,,,,,,,,,,,
Fletcher,Lizzie Pannill,TX-07,Dem,House,yes,Female,,,,,,,,,,,,,,,,,,,,
McCaul,Michael,TX-10,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Roy,,TX-21,Rep,House,no,Male,,,,,,,,,,,,,,,,,,,,
Open,,TX-22,Rep,House,,,,,,,,,,,,,,,,,,,,,,
Open,,TX-23,Rep,House,no,,,,,,,,,,,,,,,,,,,,,
Open,,TX-24,Rep,House,,,,,,,,,,,,,,,,,,,,,,
Carter,John,TX-31,Rep,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Allred,,TX-32,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
McAdams,,UT-04,Dem,House,no,Male,,,,,,,,,,,,,,,,,,,,
Warner,Mark,VA-00,Dem,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,
Luria,Elaine,VA-02,Dem,House,yes,Female,,,,,,,,,,,,,,,,,,,,
Riggleman,,VA-05,Rep,House,no,Male,,,,,,,,,,,,,,,,,,,,
Spanberger,Abigail,VA-07,Dem,House,yes,Female,,,,,,,,,,,,,,,,,,,,
Wexton,Jennifer,VA-10,Dem,House,yes,Female,,,,,,,,,,,,,,,,,,,,
Herrera Beutler,Jaime,WA-03,Rep,House,yes,Female,,,,,,,,,,,,,,,,,,,,
Schrier,,WA-08,Dem,House,no,Female,,,,,,,,,,,,,,,,,,,,
Kind,Ron,WI-03,Dem,House,yes,Male,,,,,,,,,,,,,,,,,,,,
Moore Capito,Shelley,WV-00,Rep,Senate,yes,Female,,,,,,,,,,,,,,,,,,,,
Open,,WY-00,Rep,Senate,,,,,,,,,,,,,,,,,,,,,,
